organization_formal_name,monitoring_location_identifier,activity_start_date,activity_start_time_time,activity_start_time_time_zone_code,characteristic_name,result_measure_value,result_measure_measure_unit_code,result_status_identifier,result_analytical_method_method_name,detection_quantitation_limit_type_name,detection_quantitation_limit_measure_measure_value,detection_quantitation_limit_measure_measure_unit_code
USGS California Water Science Center,USGS-11447650,2017-09-29,11:58:00,PDT,Suspended Sediment Concentration (SSC),16,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-06-18,10:51:00,PDT,Suspended Sediment Concentration (SSC),6,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-07-12,10:00:00,PDT,Ammonia and ammonium,0.01,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-07-12,10:00:00,PDT,Nitrite,0.005,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-07-12,10:00:00,PDT,Orthophosphate,0.022,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2019-03-27,15:50:00,PDT,Suspended Sediment Concentration (SSC),40,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-07-12,10:00:00,PDT,UV 254,0.048,units/cm,Accepted,"UV Absorb, 254 nm, Supor (NWQL)",Long Term Method Detection Level,0.005,units/cm
USGS California Water Science Center,USGS-11447650,2018-07-12,10:00:00,PDT,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.08,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-07-12,10:00:00,PDT,UV 254,3.7,L/mgDOC*m,Accepted,Computation by NWIS algorithm,NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-03-23,11:35:00,PDT,Suspended Sediment Concentration (SSC),208,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-05-04,08:06:00,PDT,Suspended Sediment Concentration (SSC),7,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-03-23,11:58:00,PDT,Suspended Sediment Concentration (SSC),202,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2018-06-30,06:10:00,PDT,Suspended Sediment Concentration (SSC),40,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2017-10-13,12:27:00,PDT,Suspended Sediment Concentration (SSC),9,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2017-07-06,14:27:00,PDT,Suspended Sediment Concentration (SSC),73,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2017-03-29,07:05:00,PDT,Suspended Sediment Concentration (SSC),34,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2017-07-07,06:55:00,PDT,Suspended Sediment Concentration (SSC),62,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2017-06-12,08:48:00,PDT,Suspended Sediment Concentration (SSC),66,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2017-07-03,06:50:00,PDT,Suspended Sediment Concentration (SSC),62,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2017-05-01,12:00:00,PDT,Suspended Sediment Concentration (SSC),23,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2017-07-17,11:22:00,PDT,Suspended Sediment Concentration (SSC),14,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2015-03-10,09:30:00,PDT,Suspended Sediment Concentration (SSC),16,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2017-08-07,08:50:00,PDT,Suspended Sediment Concentration (SSC),24,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2012-08-22,11:00:00,PDT,Organic carbon,1.7,mg/l,Accepted,"DOC, CO2 formation & detection",Method Detection Limit (MDL),0.3,mg/l
USGS California Water Science Center,USGS-11303500,2017-04-08,07:00:00,PDT,Suspended Sediment Concentration (SSC),33,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2020-03-08,10:20:00,PDT,Suspended Sediment Concentration (SSC),12,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2011-05-02,15:24:00,PDT,Suspended Sediment Concentration (SSC),77,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2019-03-21,12:50:00,PDT,Suspended Sediment Concentration (SSC),59,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2015-09-08,13:07:00,PDT,Suspended Sediment Concentration (SSC),7,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2019-10-17,17:15:00,PDT,Suspended Sediment Concentration (SSC),60,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2012-10-25,12:03:00,PDT,Suspended Sediment Concentration (SSC),20,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2012-04-17,12:02:00,PDT,Suspended Sediment Concentration (SSC),59,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2012-07-31,11:42:00,PDT,Suspended Sediment Concentration (SSC),29,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-05-23,10:42:00,PDT,Suspended Sediment Concentration (SSC),11,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2017-07-17,16:47:00,PDT,Suspended Sediment Concentration (SSC),15,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2019-05-24,12:25:00,PDT,Suspended Sediment Concentration (SSC),39,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2017-03-23,08:57:00,PDT,Suspended Sediment Concentration (SSC),71,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2017-08-14,09:16:00,PDT,Suspended Sediment Concentration (SSC),32,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2017-08-10,13:52:00,PDT,Suspended Sediment Concentration (SSC),41,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2016-08-18,12:29:00,PDT,Suspended Sediment Concentration (SSC),14,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2019-08-25,07:22:00,PDT,Suspended Sediment Concentration (SSC),79,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2012-04-16,11:10:00,PDT,Ammonia and ammonium,0.01,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",Long Term Method Detection Level,0.01,mg/l as N
USGS California Water Science Center,USGS-11303500,2018-04-12,15:00:00,PDT,Suspended Sediment Concentration (SSC),112,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2016-10-13,11:54:00,PDT,Suspended Sediment Concentration (SSC),14,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-07-06,09:05:00,PDT,Suspended Sediment Concentration (SSC),25,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2012-10-03,14:25:00,PDT,Suspended Sediment Concentration (SSC),29,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2019-05-07,11:06:00,PDT,Suspended Sediment Concentration (SSC),32,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2018-08-23,18:10:00,PDT,Suspended Sediment Concentration (SSC),46,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2011-07-06,11:30:00,PDT,Ammonia and ammonium,NA,NA,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",Long Term Method Detection Level,0.01,mg/l as N
USGS California Water Science Center,USGS-11447650,2018-07-09,10:23:00,PDT,Suspended Sediment Concentration (SSC),18,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2018-10-15,17:35:00,PDT,Suspended Sediment Concentration (SSC),40,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-10-04,11:55:00,PDT,Suspended Sediment Concentration (SSC),9,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2018-10-19,10:45:00,PDT,Suspended Sediment Concentration (SSC),56,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-05-13,10:31:00,PDT,Suspended Sediment Concentration (SSC),13,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2019-09-07,18:10:00,PDT,Suspended Sediment Concentration (SSC),42,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-04-29,09:01:00,PDT,Suspended Sediment Concentration (SSC),15,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2017-07-11,06:55:00,PDT,Suspended Sediment Concentration (SSC),56,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2019-07-02,16:40:00,PDT,Suspended Sediment Concentration (SSC),60,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2011-09-07,12:00:00,PDT,Orthophosphate,0.05,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",Long Term Method Detection Level,0.004,mg/l as P
USGS California Water Science Center,USGS-11303500,2019-10-05,17:10:00,PDT,Suspended Sediment Concentration (SSC),42,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2019-10-17,08:44:00,PDT,Suspended Sediment Concentration (SSC),6,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-07-23,10:39:00,PDT,Suspended Sediment Concentration (SSC),23,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2014-03-25,10:00:00,PDT,Ammonia and ammonium,NA,NA,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",Long Term Method Detection Level,0.01,mg/l as N
USGS California Water Science Center,USGS-11303500,2016-05-18,12:20:00,PDT,Organic carbon,2.89,mg/l,Accepted,"DOC,0.45um cap,acid,persulfateIR",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2015-07-14,12:57:00,PDT,Suspended Sediment Concentration (SSC),16,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-05-19,12:10:00,PDT,Suspended Sediment Concentration (SSC),6,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2018-10-24,17:45:00,PDT,Suspended Sediment Concentration (SSC),53,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2015-08-14,10:30:00,PDT,UV 254,0.05,units/cm,Accepted,"UV Absorb, 254 nm, GFF (NWQL)",Long Term Method Detection Level,0.005,units/cm
USGS California Water Science Center,USGS-11303500,2015-08-14,10:30:00,PDT,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.47,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2018-04-10,14:00:00,PDT,Suspended Sediment Concentration (SSC),99,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2015-08-14,10:30:00,PDT,Suspended Sediment Concentration (SSC),8,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2019-04-24,16:00:00,PDT,Suspended Sediment Concentration (SSC),41,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2018-04-18,09:30:00,PDT,Organic carbon,1.82,mg/l,Accepted,"DOC, wf, 0.7 um GFF, combust IR",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2015-08-31,10:30:00,PDT,Inorganic nitrogen (nitrate and nitrite),NA,NA,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2014-09-04,10:56:00,PDT,Suspended Sediment Concentration (SSC),27,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2015-08-31,10:30:00,PDT,UV 254,0.05,units/cm,Accepted,"UV Absorb, 254 nm, GFF (NWQL)",Long Term Method Detection Level,0.005,units/cm
USGS California Water Science Center,USGS-11447650,2011-09-29,13:18:00,PDT,Suspended Sediment Concentration (SSC),20,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2016-09-01,13:05:00,PDT,Suspended Sediment Concentration (SSC),27,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2016-07-19,09:50:00,PDT,Suspended Sediment Concentration (SSC),23,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2017-08-02,08:46:00,PDT,Suspended Sediment Concentration (SSC),24,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2015-04-02,11:31:00,PDT,Suspended Sediment Concentration (SSC),8,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2017-05-12,12:28:00,PDT,Suspended Sediment Concentration (SSC),104,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2013-04-10,12:32:00,PDT,Suspended Sediment Concentration (SSC),45,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2016-08-18,12:14:00,PDT,Suspended Sediment Concentration (SSC),14,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2019-06-26,16:30:00,PDT,Suspended Sediment Concentration (SSC),63,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-08-20,10:30:00,PDT,Nitrite,NA,NA,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-08-20,10:30:00,PDT,Inorganic nitrogen (nitrate and nitrite),NA,NA,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-08-20,10:30:00,PDT,Orthophosphate,0.032,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-08-20,10:30:00,PDT,Organic carbon,1.55,mg/l,Accepted,"DOC, wf, 0.7 um GFF, combust IR",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-08-24,10:55:00,PDT,Suspended Sediment Concentration (SSC),24,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-08-20,10:30:00,PDT,Pheophytin a,2.3,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447650,2018-08-20,10:30:00,PDT,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.16,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-08-20,10:30:00,PDT,UV 254,3.4,L/mgDOC*m,Accepted,Computation by NWIS algorithm,NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-08-20,10:30:00,PDT,Chlorophyll a,1.7,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447650,2018-08-20,10:30:00,PDT,Suspended Sediment Concentration (SSC),23,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2018-04-19,09:30:00,PDT,Orthophosphate,0.031,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-04-19,09:30:00,PDT,Organic carbon,3.84,mg/l,Accepted,"DOC, wf, 0.7 um GFF, combust IR",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-04-19,09:30:00,PDT,UV 254,0.066,units/cm,Accepted,"UV Absorb, 254 nm, GFF (NWQL)",Long Term Method Detection Level,0.005,units/cm
